Species	Status
Protictitherium_thessalonikensis	extinct
Protomarctus_optatus	extinct
Protoprocyon_savagei	extinct
Protursus_simpsoni	extinct
Psalidocyon_marianae	extinct
Pseudaelurus_cuspidatus	extinct
Pseudaelurus_guangheensis	extinct
Pseudaelurus_intripedens	extinct
Pseudaelurus_minor	extinct
Pseudaelurus_quadridentatus	extinct
Pseudaelurus_romieviensis	extinct
Pseudailurus_hibbardi	extinct
Pseudarctos_bavaricus	extinct
Pseudocivetta_ingens	extinct
Pseudocyon_caucasicus	extinct
Pseudocyon_sansaniensis	extinct
Pseudocyon_steinheimensis	extinct
Pseudocyon_styriacus	extinct
Pseudocyonopsis_ambiguus	extinct
Puma_lacustris	extinct
Puma_pardoides	extinct
Quercygale_angustidens	extinct
Quercygale_helvetica	extinct
Quercylurus_major	extinct
Raphictis_gausion	extinct
Rhizocyon_oregonensis	extinct
Rhodanictis_depereti	extinct
Sabadellictis_crusafonti	extinct
Sahelictis_korei	extinct
Sansanosmilus_palmidens	extinct
Sansanosmilus_vallesiensis	extinct
Schlossericyon_viverroides	extinct
Semigenetta_cadeoti	extinct
Semigenetta_elegans	extinct
Semigenetta_grandis	extinct
Semigenetta_huaiheensis	extinct
Semigenetta_laugnacensis	extinct
Semigenetta_repelini	extinct
Semigenetta_ripoli	extinct
Semigenetta_sansaniensis	extinct
Shandgolictis_elegans	extinct
Siamogale_thailandica	extinct
Simamphicyon_helveticus	extinct
Simocyon_batalleri	extinct
Simocyon_diaphorus	extinct
Simocyon_hungaricus	extinct
Simocyon_primigenius	extinct
Simpsonictis_jaynanneae	extinct
Simpsonictis_pegus	extinct
Simpsonictis_tenuis	extinct
Sinictis_dolicognathus	extinct
Sinictis_lydekkeri	extinct
Sinictis_pentelici	extinct
Sivanasua_moravica	extinct
Sivanasua_viverroides	extinct
Sivaonyx_africana	extinct
Sivaonyx_beyi	extinct
Sivaonyx_lehmani	extinct
Sivapanthera_linxiaensis	extinct
Smilodon_gracilis	extinct
Sminthosinis_bowleri	extinct
Spilogale_microdens	extinct
Spilogale_putorius	extant
Spilogale_rexroadi	extinct
Stenailurus_teilhardi	extinct
Stenogale_aurelianensis	extinct
Stenogale_brevidens	extinct
Stenogale_gaillardi	extinct
Stenogale_gracilis	extinct
Stenogale_julieni	extinct
Stenoplesictis_cayluxi	extinct
Sthenictis_bellus	extinct
Sthenictis_campestris	extinct
Sthenictis_dolichops	extinct
Sthenictis_junturensis	extinct
Sthenictis_lacota	extinct
Sthenictis_neimengguensis	extinct
Sthenictis_robustus	extinct
Stromeriella_franconica	extinct
Styriofelis_lorteti	extinct
Styriofelis_turnauensis	extinct
Styriofelis_vallesiensis	extinct
Sunkahetanka_geringensis	extinct
Suricata_suricatta	extant
Syrtosmilus_syrtensis	extinct
Tapocyon_robustus	extinct
Taxidea_mexicana	extinct
Taxidea_taxus	extant
Taxodon_hessicum	extinct
Taxodon_sansaniensis	extinct
Temnocyon_altigenis	extinct
Tephrocyon_rurestris	extinct
Thalassictis_certa	extinct
Thalassictis_chinjiensis	extinct
Thalassictis_montadai	extinct
Thalassictis_robusta	extinct
Thalassictis_sarmatica	extinct
Thalassictis_spelaea	extinct
Thaumastocyon_bourgeoisi	extinct
Thaumastocyon_dirus	extinct
Theriodictis_floriadanus	extinct
Tomarctus_brevirostris	extinct
Tomarctus_hippophaga	extinct
Tomarctus_paulus	extinct
Tomarctus_propter	extinct
Tongxinictis_primordialis	extinct
Torolutra_ougandensis	extinct
Tremarctos_floridanus	extinct
Trigonictis_cooki	extinct
Trigonictis_macrodon	extinct
Trocharion_albanense	extinct
Trochictis_carbonaria	extinct
Trochictis_narcisoi	extinct
Trochotherium_cyamoides	extinct
Tugenictis_ngororaensis	extinct
Tungurictis_spocki	extinct
Ugandictis_napakensis	extinct
Uintacyon_acutus	extinct
Uintacyon_asodes	extinct
Uintacyon_bathygnathus	extinct
Uintacyon_edax	extinct
Uintacyon_jugulans	extinct
Uintacyon_major	extinct
Uintacyon_massetericus	extinct
Uintacyon_pugnax	extinct
Uintacyon_rudis	extinct
Uintacyon_vorax	extinct
Urocyon_citrinus	extinct
Urocyon_galushai	extinct
Urocyon_minicephalus	extinct
Urocyon_progressus	extinct
Ursavus_brevirhinus	extinct
Ursavus_depereti	extinct
Ursavus_intermedius	extinct
Ursavus_isorei	extinct
Ursavus_orientalis	extinct
Ursavus_pawniensis	extinct
Ursavus_primaevus	extinct
Ursavus_sylvestris	extinct
Ursus_abstrusus	extinct
Ursus_angustidens	extinct
Ursus_arctos	extant
Ursus_arvernensis	extinct
Ursus_boeckhi	extinct
Ursus_deningeri	extinct
Ursus_dolinensis	extinct
Ursus_etruscus	extinct
Ursus_mediterraneus	extinct
Ursus_minimus	extinct
Ursus_rossicus	extinct
Ursus_ruscinensis	extinct
Ursus_spelaeus	extinct
Ursus_tedfordi	extinct
Ursus_thibetanus	extant
Ursus_wenzensis	extinct
Ursus_yinanensis	extinct
Vassacyon_promicrodon	extinct
Vishnuictis_africana	extinct
Vishnuonyx_angololensis	extinct
Vishnuonyx_chinjiensis	extinct
Vishnuonyx_neptuni	extinct
Viverra_chinjiensis	extinct
Viverra_howeli	extinct
Viverra_leakeyi	extinct
Viverra_oeningensis	extinct
Viverra_pepraxti	extinct
Viverra_zibetha	extant
Viverravus_acutus	extinct
Viverravus_bowni	extinct
Viverravus_gracilis	extinct
Viverravus_lutosus	extinct
Viverravus_minutus	extinct
Viverravus_politus	extinct
Viverravus_sicarius	extinct
Viverrictis_modica	extinct
Viverrictis_vetusta	extinct
Viverricula_malaccensis	extinct
Vormela_peregusna	extant
Vormela_petenyii	extinct
Vulpavus_australis	extinct
Vulpavus_canavus	extinct
Vulpavus_farsonensis	extinct
Vulpavus_ovatus	extinct
Vulpavus_palustris	extinct
Vulpavus_profectus	extinct
Vulpes_alopecoides	extinct
Vulpes_angustidens	extinct
Vulpes_beihaiensis	extinct
Vulpes_chama	extant
Vulpes_chikushanensis	extinct
Vulpes_corsac	extant
Vulpes_galaticus	extinct
Vulpes_kernensis	extinct
Vulpes_pattersoni	extinct
Vulpes_praecorsac	extinct
Vulpes_praeglacialis	extinct
Vulpes_pulcher	extinct
Vulpes_qiuzhudingi	extinct
Vulpes_riffautae	extinct
Vulpes_rueppelii	extinct
Vulpes_shermanesis	extinct
Vulpes_stenognathus	extinct
Vulpes_velox	extant
Vulpes_vulpes	extant
Werdelinus_africanus	extinct
Xenalopex_remenyii	extinct
Xenictis_nestii	extinct
Xenictis_pilgrimi	extinct
Xenocyon_dubius	extinct
Xenocyon_falconeri	extinct
Xenocyon_lycaonoides	extinct
Ysengrinia_americana	extinct
Ysengrinia_depereti	extinct
Ysengrinia_gerandiana	extinct
Ysengrinia_ginsburgi	extinct
Ysengrinia_tolosana	extinct
Ysengrinia_valentiana	extinct
Zaragocyon_daamsi	extinct
Zodiolestes_daemonelixensis	extinct
